City; RouteName; RouteValue; Weight
Atlanta; Atlanta_NewOrleans_Orange; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Yellow; 1021; 3
LosAngeles; SanFrancisco_LosAngeles_Purple; 1021; 3
ElPaso; LosAngeles_ElPaso_Black; 1018; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
Atlanta; Atlanta_NewOrleans_Orange; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 1021; 3
ElPaso; LosAngeles_ElPaso_Black; 1018; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
Atlanta; Atlanta_NewOrleans_Orange; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 1021; 3
ElPaso; LosAngeles_ElPaso_Black; 1018; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
Atlanta; Atlanta_NewOrleans_Orange; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 876,773251119899; 3
ElPaso; LosAngeles_ElPaso_Black; 1019; 6
Houston; ElPaso_Houston_Green; 519,702456692977; 6
NewOrleans; Houston_NewOrleans_Grey; 714,72392673572; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
Atlanta; Atlanta_NewOrleans_Orange; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 876,773251119899; 3
ElPaso; LosAngeles_ElPaso_Black; 1019; 6
Houston; ElPaso_Houston_Green; 519,702456692977; 6
NewOrleans; Houston_NewOrleans_Grey; 714,72392673572; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
Atlanta; Atlanta_NewOrleans_Orange; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 996,20681024; 3
ElPaso; LosAngeles_ElPaso_Black; 993,371168; 6
Houston; ElPaso_Houston_Green; 987,6176; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
Atlanta; Atlanta_NewOrleans_Orange; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 996,20681024; 3
ElPaso; LosAngeles_ElPaso_Black; 993,371168; 6
Houston; ElPaso_Houston_Green; 987,6176; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
Atlanta; Atlanta_NewOrleans_Orange; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 993,494861850914; 3
ElPaso; LosAngeles_ElPaso_Black; 978,304788060636; 6
Houston; ElPaso_Houston_Green; 903,915489225753; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
Atlanta; Atlanta_NewOrleans_Orange; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 993,494861850914; 3
ElPaso; LosAngeles_ElPaso_Black; 978,304788060636; 6
Houston; ElPaso_Houston_Green; 903,915489225753; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
Atlanta; Atlanta_NewOrleans_Orange; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 981,413312490294; 3
ElPaso; LosAngeles_ElPaso_Black; 911,185069390524; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 981,413312490294; 3
ElPaso; LosAngeles_ElPaso_Black; 911,185069390524; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 900,771775819183; 3
ElPaso; LosAngeles_ElPaso_Black; 991,639482940976; 6
Houston; ElPaso_Houston_Green; 977,997127449869; 6
NewOrleans; Houston_NewOrleans_Grey; 928,872930277048; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 900,771775819183; 3
ElPaso; LosAngeles_ElPaso_Black; 991,639482940976; 6
Houston; ElPaso_Houston_Green; 977,997127449869; 6
NewOrleans; Houston_NewOrleans_Grey; 928,872930277048; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 981,15425346867; 3
ElPaso; LosAngeles_ElPaso_Black; 909,74585260372; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 981,15425346867; 3
ElPaso; LosAngeles_ElPaso_Black; 909,74585260372; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 1021; 3
ElPaso; LosAngeles_ElPaso_Black; 1018; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 1021; 3
ElPaso; LosAngeles_ElPaso_Black; 1018; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 993,437052057777; 3
ElPaso; LosAngeles_ElPaso_Black; 977,983622543206; 6
Houston; ElPaso_Houston_Green; 902,131236351143; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 993,437052057777; 3
ElPaso; LosAngeles_ElPaso_Black; 977,983622543206; 6
Houston; ElPaso_Houston_Green; 902,131236351143; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 993,207823229979; 3
ElPaso; LosAngeles_ElPaso_Black; 976,71012905544; 6
Houston; ElPaso_Houston_Green; 895,05627253022; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 993,207823229979; 3
ElPaso; LosAngeles_ElPaso_Black; 976,71012905544; 6
Houston; ElPaso_Houston_Green; 895,05627253022; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 896,727713986589; 3
ElPaso; LosAngeles_ElPaso_Black; 1018; 6
Houston; ElPaso_Houston_Green; 901,445034375689; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 896,727713986589; 3
ElPaso; LosAngeles_ElPaso_Black; 1018; 6
Houston; ElPaso_Houston_Green; 901,445034375689; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 888,482521282133; 3
ElPaso; LosAngeles_ElPaso_Black; 979,822731502551; 6
Houston; ElPaso_Houston_Green; 912,348508347508; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 888,482521282133; 3
ElPaso; LosAngeles_ElPaso_Black; 979,822731502551; 6
Houston; ElPaso_Houston_Green; 912,348508347508; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
SaltLakeCity; SanFrancisco_SaltLakeCity_Orange; 342,666298987546; 5
SaltLakeCity; SanFrancisco_SaltLakeCity_White; 342,666298987546; 5
Denver; SaltLakeCity_Denver_Yellow; 385,645570761684; 3
Denver; SaltLakeCity_Denver_Red; 385,645570761684; 3
OklahomaCity; Denver_OklahomaCity_Red; 483,63941207261; 4
LittleRock; OklahomaCity_LittleRock_Grey; 666,804562497455; 2
Nashville; LittleRock_Nashville_White; 668,336799056773; 3
Atlanta; Nashville_Atlanta_Grey; 901; 1
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 996,20681024; 3
ElPaso; LosAngeles_ElPaso_Black; 993,371168; 6
Houston; ElPaso_Houston_Green; 987,6176; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
SaltLakeCity; SanFrancisco_SaltLakeCity_Orange; 342,666298987546; 5
SaltLakeCity; SanFrancisco_SaltLakeCity_White; 342,666298987546; 5
Denver; SaltLakeCity_Denver_Yellow; 385,645570761684; 3
Denver; SaltLakeCity_Denver_Red; 385,645570761684; 3
OklahomaCity; Denver_OklahomaCity_Red; 483,63941207261; 4
LittleRock; OklahomaCity_LittleRock_Grey; 666,804562497455; 2
Nashville; LittleRock_Nashville_White; 668,336799056773; 3
Atlanta; Nashville_Atlanta_Grey; 901; 1
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 996,20681024; 3
ElPaso; LosAngeles_ElPaso_Black; 993,371168; 6
Houston; ElPaso_Houston_Green; 987,6176; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 996,20681024; 3
ElPaso; LosAngeles_ElPaso_Black; 993,371168; 6
Houston; ElPaso_Houston_Green; 987,6176; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 996,20681024; 3
ElPaso; LosAngeles_ElPaso_Black; 993,371168; 6
Houston; ElPaso_Houston_Green; 987,6176; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 996,20681024; 3
ElPaso; LosAngeles_ElPaso_Black; 993,371168; 6
Houston; ElPaso_Houston_Green; 987,6176; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 996,20681024; 3
ElPaso; LosAngeles_ElPaso_Black; 993,371168; 6
Houston; ElPaso_Houston_Green; 987,6176; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 980,009790118678; 3
ElPaso; LosAngeles_ElPaso_Black; 903,387722881546; 6
Houston; ElPaso_Houston_Green; 987,6176; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 980,009790118678; 3
ElPaso; LosAngeles_ElPaso_Black; 903,387722881546; 6
Houston; ElPaso_Houston_Green; 987,6176; 6
NewOrleans; Houston_NewOrleans_Grey; 982,32; 2
Atlanta; Atlanta_NewOrleans_Yellow; 984; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 336,166374135813; 3
ElPaso; LosAngeles_ElPaso_Black; 444,918368197028; 6
Dallas; ElPaso_Dallas_Red; 537,975333154386; 4
LittleRock; LittleRock_Dallas_Grey; 586,608040409741; 2
NewOrleans; LittleRock_NewOrleans_Green; 1007; 3
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 336,166374135813; 3
ElPaso; LosAngeles_ElPaso_Black; 444,918368197028; 6
Houston; ElPaso_Houston_Green; 646,17780996956; 6
NewOrleans; Houston_NewOrleans_Grey; 747,956098498338; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 336,166374135813; 3
ElPaso; LosAngeles_ElPaso_Black; 444,918368197028; 6
Dallas; ElPaso_Dallas_Red; 537,975333154386; 4
LittleRock; LittleRock_Dallas_Grey; 586,608040409741; 2
NewOrleans; LittleRock_NewOrleans_Green; 1007; 3
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 336,166374135813; 3
ElPaso; LosAngeles_ElPaso_Black; 444,918368197028; 6
Houston; ElPaso_Houston_Green; 646,17780996956; 6
NewOrleans; Houston_NewOrleans_Grey; 747,956098498338; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 1021; 3
ElPaso; LosAngeles_ElPaso_Black; 1018; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
LosAngeles; SanFrancisco_LosAngeles_Purple; 1021; 3
ElPaso; LosAngeles_ElPaso_Black; 1018; 6
Houston; ElPaso_Houston_Green; 1012; 6
NewOrleans; Houston_NewOrleans_Grey; 1006; 2
Atlanta; Atlanta_NewOrleans_Yellow; 1004; 4
City; RouteName; RouteValue; Weight
SaintLouis; SaintLouis_Chicago_Green; 884,887809832966; 2
SaintLouis; SaintLouis_Chicago_White; 884,887809832966; 2
Nashville; SaintLouis_Nashville_Grey; 652,182194274056; 2
Atlanta; Nashville_Atlanta_Grey; 760,237825754125; 1
NewOrleans; Atlanta_NewOrleans_Yellow; 904; 4
City; RouteName; RouteValue; Weight
SaintLouis; SaintLouis_Chicago_Green; 884,887809832966; 2
SaintLouis; SaintLouis_Chicago_White; 884,887809832966; 2
LittleRock; SaintLouis_LittleRock_Grey; 1005; 2
NewOrleans; LittleRock_NewOrleans_Green; 983; 3
City; RouteName; RouteValue; Weight
SaintLouis; SaintLouis_Chicago_Green; 884,887809832966; 2
SaintLouis; SaintLouis_Chicago_White; 884,887809832966; 2
Nashville; SaintLouis_Nashville_Grey; 652,182194274056; 2
Atlanta; Nashville_Atlanta_Grey; 760,237825754125; 1
NewOrleans; Atlanta_NewOrleans_Yellow; 904; 4
City; RouteName; RouteValue; Weight
SaintLouis; SaintLouis_Chicago_Green; 884,887809832966; 2
SaintLouis; SaintLouis_Chicago_White; 884,887809832966; 2
LittleRock; SaintLouis_LittleRock_Grey; 1005; 2
NewOrleans; LittleRock_NewOrleans_Green; 983; 3
City; RouteName; RouteValue; Weight
SaintLouis; SaintLouis_Chicago_Green; 982,6412; 2
SaintLouis; SaintLouis_Chicago_White; 982,6412; 2
LittleRock; SaintLouis_LittleRock_Grey; 981,34; 2
NewOrleans; LittleRock_NewOrleans_Green; 983; 3
City; RouteName; RouteValue; Weight
SaintLouis; SaintLouis_Chicago_Green; 982,6412; 2
SaintLouis; SaintLouis_Chicago_White; 982,6412; 2
LittleRock; SaintLouis_LittleRock_Grey; 981,34; 2
NewOrleans; LittleRock_NewOrleans_Green; 983; 3
City; RouteName; RouteValue; Weight
SaintLouis; SaintLouis_Chicago_White; 898,023818732213; 2
LittleRock; SaintLouis_LittleRock_Grey; 909,325400015637; 2
NewOrleans; LittleRock_NewOrleans_Green; 1003; 3
City; RouteName; RouteValue; Weight
SaintLouis; SaintLouis_Chicago_White; 898,023818732213; 2
LittleRock; SaintLouis_LittleRock_Grey; 909,325400015637; 2
NewOrleans; LittleRock_NewOrleans_Green; 1003; 3
City; RouteName; RouteValue; Weight
SaintLouis; SaintLouis_Chicago_White; 973,164984946436; 2
LittleRock; SaintLouis_LittleRock_Grey; 644,14982743799; 2
NewOrleans; LittleRock_NewOrleans_Green; 903; 3
City; RouteName; RouteValue; Weight
SaintLouis; SaintLouis_Chicago_White; 973,164984946436; 2
LittleRock; SaintLouis_LittleRock_Grey; 644,14982743799; 2
NewOrleans; LittleRock_NewOrleans_Green; 903; 3
City; RouteName; RouteValue; Weight
SaltLakeCity; Portland_SaltLakeCity_Blue; 974,776337429718; 6
Denver; SaltLakeCity_Denver_Yellow; 888,757430165101; 3
Denver; SaltLakeCity_Denver_Red; 888,757430165101; 3
KansasCity; Denver_KansasCity_Orange; 983,6648; 4
KansasCity; Denver_KansasCity_Black; 983,6648; 4
SaintLouis; KansasCity_SaintLouis_Blue; 980,36; 2
SaintLouis; KansasCity_SaintLouis_Purple; 980,36; 2
Nashville; SaintLouis_Nashville_Grey; 982; 2
City; RouteName; RouteValue; Weight
Seattle; Seattle_Portland_Grey_1; 326,483172778942; 1
Seattle; Seattle_Portland_Grey_2; 326,483172778942; 1
Helena; Seattle_Helena_Yellow; 380,56041251315; 6
Omaha; Helena_Omaha_Red; 483,522850272827; 5
Chicago; Omaha_Chicago_Blue; 553,726402923386; 4
SaintLouis; SaintLouis_Chicago_White; 676,22610021073; 2
Nashville; SaintLouis_Nashville_Grey; 982; 2
City; RouteName; RouteValue; Weight
SaltLakeCity; Portland_SaltLakeCity_Blue; 974,776337429718; 6
Denver; SaltLakeCity_Denver_Yellow; 888,757430165101; 3
Denver; SaltLakeCity_Denver_Red; 888,757430165101; 3
OklahomaCity; Denver_OklahomaCity_Red; 492,702418459004; 4
LittleRock; OklahomaCity_LittleRock_Grey; 616,074453337227; 2
Nashville; LittleRock_Nashville_White; 903; 3
City; RouteName; RouteValue; Weight
SaltLakeCity; Portland_SaltLakeCity_Blue; 974,776337429718; 6
Denver; SaltLakeCity_Denver_Yellow; 888,757430165101; 3
Denver; SaltLakeCity_Denver_Red; 888,757430165101; 3
KansasCity; Denver_KansasCity_Orange; 983,6648; 4
KansasCity; Denver_KansasCity_Black; 983,6648; 4
SaintLouis; KansasCity_SaintLouis_Blue; 980,36; 2
SaintLouis; KansasCity_SaintLouis_Purple; 980,36; 2
Nashville; SaintLouis_Nashville_Grey; 982; 2
City; RouteName; RouteValue; Weight
Seattle; Seattle_Portland_Grey_1; 326,483172778942; 1
Seattle; Seattle_Portland_Grey_2; 326,483172778942; 1
Helena; Seattle_Helena_Yellow; 380,56041251315; 6
Omaha; Helena_Omaha_Red; 483,522850272827; 5
Chicago; Omaha_Chicago_Blue; 553,726402923386; 4
SaintLouis; SaintLouis_Chicago_White; 676,22610021073; 2
Nashville; SaintLouis_Nashville_Grey; 982; 2
City; RouteName; RouteValue; Weight
SaltLakeCity; Portland_SaltLakeCity_Blue; 974,776337429718; 6
Denver; SaltLakeCity_Denver_Yellow; 888,757430165101; 3
Denver; SaltLakeCity_Denver_Red; 888,757430165101; 3
OklahomaCity; Denver_OklahomaCity_Red; 492,702418459004; 4
LittleRock; OklahomaCity_LittleRock_Grey; 616,074453337227; 2
Nashville; LittleRock_Nashville_White; 903; 3
City; RouteName; RouteValue; Weight
SaltLakeCity; Portland_SaltLakeCity_Blue; 1018; 6
Denver; SaltLakeCity_Denver_Yellow; 1012; 3
Denver; SaltLakeCity_Denver_Red; 1012; 3
OklahomaCity; Denver_OklahomaCity_Red; 1009; 4
LittleRock; OklahomaCity_LittleRock_Grey; 1005; 2
Nashville; LittleRock_Nashville_White; 983; 3
City; RouteName; RouteValue; Weight
SaltLakeCity; Portland_SaltLakeCity_Blue; 1018; 6
Denver; SaltLakeCity_Denver_Yellow; 1012; 3
Denver; SaltLakeCity_Denver_Red; 1012; 3
OklahomaCity; Denver_OklahomaCity_Red; 1009; 4
LittleRock; OklahomaCity_LittleRock_Grey; 1005; 2
Nashville; LittleRock_Nashville_White; 983; 3
